Folder,Filename,Type,Size (KB),Source
D:/DNQT/web-dnqt/members\A080,028-Logo-NganHang-Vietinbank.jpg,.jpg,19.25,Original
D:/DNQT/web-dnqt/members\A080,028-Logo-NganHang-Vietinbank_w1024.webp,.webp,11.05,Transformed
D:/DNQT/web-dnqt/members\A080,A076_TRẦN TRUNG KIÊN.png,.png,373.47,Original
D:/DNQT/web-dnqt/members\A080,A076_TRẦN TRUNG KIÊN_w1024.webp,.webp,83.13,Transformed
D:/DNQT/web-dnqt/members\A080,b19d9e1c-b666-48c4-9309-ad286ec1dbd2.jpg,.jpg,1025.25,Original
D:/DNQT/web-dnqt/members\A080,b19d9e1c-b666-48c4-9309-ad286ec1dbd2_w1024.webp,.webp,153.04,Transformed
D:/DNQT/web-dnqt/members\A080,b19d9e1c-b666-48c4-9309-ad286ec1dbd2s.jpg,.jpg,60.94,Original
D:/DNQT/web-dnqt/members\A080,b19d9e1c-b666-48c4-9309-ad286ec1dbd2s_w1024.webp,.webp,60.61,Transformed
D:/DNQT/web-dnqt/members\A080,logo-viettinbank-1.png,.png,142.6,Original
D:/DNQT/web-dnqt/members\A080,logo-viettinbank-1_w1024.webp,.webp,17.62,Transformed
D:/DNQT/web-dnqt/members\A081,3b30d00d-5043-4b08-8849-99fba8431495.jpg,.jpg,15.37,Original
D:/DNQT/web-dnqt/members\A081,3b30d00d-5043-4b08-8849-99fba8431495_w1024.webp,.webp,51.76,Transformed
D:/DNQT/web-dnqt/members\A081,82efd74301577a50be17b3ec0027ffb9.jpg,.jpg,233.04,Original
D:/DNQT/web-dnqt/members\A081,82efd74301577a50be17b3ec0027ffb9_w1024.webp,.webp,106.61,Transformed
D:/DNQT/web-dnqt/members\A081,A077_LÊ THANH HIỀN.png,.png,329.0,Original
D:/DNQT/web-dnqt/members\A081,A077_LÊ THANH HIỀN_w1024.webp,.webp,78.38,Transformed
D:/DNQT/web-dnqt/members\A081,a4ee93f3-bc31-4e11-9b66-100efb1f7af2.jpg,.jpg,219.93,Original
D:/DNQT/web-dnqt/members\A081,a4ee93f3-bc31-4e11-9b66-100efb1f7af2_w1024.webp,.webp,132.82,Transformed
D:/DNQT/web-dnqt/members\A081,Gemini_Generated_Image_ukb7vmukb7vmukb7_W1024.webp,.webp,43.89,Original
D:/DNQT/web-dnqt/members\A081,Gemini_Generated_Image_ukb7vmukb7vmukb7_W1024_w1024.webp,.webp,44.97,Transformed
D:/DNQT/web-dnqt/members\A081,gr.jpg,.jpg,88.32,Original
D:/DNQT/web-dnqt/members\A081,gr_w1024.webp,.webp,33.08,Transformed
D:/DNQT/web-dnqt/members\A081,logo-j8D-_nW5.jpg,.jpg,21.51,Original
D:/DNQT/web-dnqt/members\A081,logo-j8D-_nW5_w1024.webp,.webp,11.75,Transformed
D:/DNQT/web-dnqt/members\A082,A080_HOÀNG QUỐC VIỆT.png,.png,165.7,Original
D:/DNQT/web-dnqt/members\A082,A080_HOÀNG QUỐC VIỆT_w1024.webp,.webp,51.07,Transformed
D:/DNQT/web-dnqt/members\A082,DKW9C.jpg,.jpg,34.63,Original
D:/DNQT/web-dnqt/members\A082,DKW9C_w1024.webp,.webp,36.81,Transformed
D:/DNQT/web-dnqt/members\A082,main-logo.png,.png,16.2,Original
D:/DNQT/web-dnqt/members\A082,main-logo_w1024.webp,.webp,21.36,Transformed
D:/DNQT/web-dnqt/members\A083,3d574f9d-1fb9-42e4-8ee2-a9ac45d02fc9.jpg,.jpg,17.09,Original
D:/DNQT/web-dnqt/members\A083,3d574f9d-1fb9-42e4-8ee2-a9ac45d02fc9_w1024.webp,.webp,38.8,Transformed
D:/DNQT/web-dnqt/members\A083,A081_NGUYỄN GIA HỒNG.png,.png,425.65,Original
D:/DNQT/web-dnqt/members\A083,A081_NGUYỄN GIA HỒNG_w1024.webp,.webp,91.7,Transformed
D:/DNQT/web-dnqt/members\A083,cb524126-9362-43f6-8b9c-3b471e58c2e4.jpg,.jpg,86.43,Original
D:/DNQT/web-dnqt/members\A083,cb524126-9362-43f6-8b9c-3b471e58c2e4_w1024.webp,.webp,89.74,Transformed
D:/DNQT/web-dnqt/members\A083,Thumbnail-Youtube-Startup-wheel-2.jpg,.jpg,47.21,Original
D:/DNQT/web-dnqt/members\A083,Thumbnail-Youtube-Startup-wheel-2_w1024.webp,.webp,7.52,Transformed
D:/DNQT/web-dnqt/members\A084,6599d551-cf9b-4c1a-a5bb-5bffe77229e0.jpg,.jpg,1160.32,Original
D:/DNQT/web-dnqt/members\A084,6599d551-cf9b-4c1a-a5bb-5bffe77229e0_w1024.webp,.webp,29.09,Transformed
D:/DNQT/web-dnqt/members\A084,8a6c580f-fec2-4998-b779-e4b5a05773dc.jpg,.jpg,51.7,Original
D:/DNQT/web-dnqt/members\A084,8a6c580f-fec2-4998-b779-e4b5a05773dc_w1024.webp,.webp,70.17,Transformed
D:/DNQT/web-dnqt/members\A084,97ddbdf1fc6f72312b7e.jpg,.jpg,94.89,Original
D:/DNQT/web-dnqt/members\A084,97ddbdf1fc6f72312b7e_w1024.webp,.webp,27.68,Transformed
D:/DNQT/web-dnqt/members\A084,A082_TRƯƠNG CHUNG.png,.png,715.37,Original
D:/DNQT/web-dnqt/members\A084,A082_TRƯƠNG CHUNG_w1024.webp,.webp,120.57,Transformed
D:/DNQT/web-dnqt/members\A085,7ed3fd50-f3cb-4daf-be73-837bb166545c.jpg,.jpg,54.5,Original
D:/DNQT/web-dnqt/members\A085,7ed3fd50-f3cb-4daf-be73-837bb166545c_w1024.webp,.webp,61.8,Transformed
D:/DNQT/web-dnqt/members\A085,A083_NGUYỄN VĂN CHUYÊN.png,.png,446.94,Original
D:/DNQT/web-dnqt/members\A085,A083_NGUYỄN VĂN CHUYÊN_w1024.webp,.webp,89.78,Transformed
D:/DNQT/web-dnqt/members\A085,unnamed.png,.png,36.44,Original
D:/DNQT/web-dnqt/members\A085,unnamed_w1024.webp,.webp,16.45,Transformed
D:/DNQT/web-dnqt/members\A086,A084_NGUYỄN THỊ KIM HUỆ.png,.png,27.94,Original
D:/DNQT/web-dnqt/members\A086,A084_NGUYỄN THỊ KIM HUỆ_w1024.webp,.webp,25.4,Transformed
D:/DNQT/web-dnqt/members\A086,FjQpH.jpg,.jpg,169.95,Original
D:/DNQT/web-dnqt/members\A086,FjQpH_w1024.webp,.webp,40.51,Transformed
D:/DNQT/web-dnqt/members\A086,site-logo-1-105x70.png,.png,7.38,Original
D:/DNQT/web-dnqt/members\A086,site-logo-1-105x70_w1024.webp,.webp,55.21,Transformed
D:/DNQT/web-dnqt/members\A087,7dda30b8-4165-4f8b-ae3f-8cd0668bda42.jpg,.jpg,114.46,Original
D:/DNQT/web-dnqt/members\A087,7dda30b8-4165-4f8b-ae3f-8cd0668bda42_w1024.webp,.webp,33.03,Transformed
D:/DNQT/web-dnqt/members\A087,A085_CAO DUYÊN.png,.png,361.56,Original
D:/DNQT/web-dnqt/members\A087,A085_CAO DUYÊN_w1024.webp,.webp,40.99,Transformed
D:/DNQT/web-dnqt/members\A087,cropped-Logo-forganic-green (1).png,.png,14.81,Original
D:/DNQT/web-dnqt/members\A087,cropped-Logo-forganic-green (1)_w1024.webp,.webp,17.56,Transformed
D:/DNQT/web-dnqt/members\A088,11638bf6-b656-426d-8393-93bce32ff4b2.jpg,.jpg,98.89,Original
D:/DNQT/web-dnqt/members\A088,11638bf6-b656-426d-8393-93bce32ff4b2_w1024.webp,.webp,47.46,Transformed
D:/DNQT/web-dnqt/members\A088,88707b83-dbcc-4924-8c31-3092d3811876.jpg,.jpg,159.98,Original
D:/DNQT/web-dnqt/members\A088,88707b83-dbcc-4924-8c31-3092d3811876_w1024.webp,.webp,87.39,Transformed
D:/DNQT/web-dnqt/members\A088,Gemini_Generated_Image_so9i6rso9i6rso9i_W1024.webp,.webp,53.59,Original
D:/DNQT/web-dnqt/members\A088,Gemini_Generated_Image_so9i6rso9i6rso9i_W1024_w1024.webp,.webp,56.37,Transformed
D:/DNQT/web-dnqt/members\A088,zRnVd.jpg,.jpg,95.74,Original
D:/DNQT/web-dnqt/members\A088,zRnVd_w1024.webp,.webp,50.68,Transformed
D:/DNQT/web-dnqt/members\A089,1c20cafe-8363-481b-b025-4e08c9a0deb9.jpg,.jpg,44.19,Original
D:/DNQT/web-dnqt/members\A089,1c20cafe-8363-481b-b025-4e08c9a0deb9_w1024.webp,.webp,43.44,Transformed
D:/DNQT/web-dnqt/members\A089,21d8f6fe-765e-4add-a750-b10b0a3ec00d.jpg,.jpg,16.35,Original
D:/DNQT/web-dnqt/members\A089,21d8f6fe-765e-4add-a750-b10b0a3ec00d_w1024.webp,.webp,19.86,Transformed
D:/DNQT/web-dnqt/members\A089,A088_LÊ CHÍ PHI.png,.png,50.91,Original
D:/DNQT/web-dnqt/members\A089,A088_LÊ CHÍ PHI_w1024.webp,.webp,32.94,Transformed
D:/DNQT/web-dnqt/members\A090,A090_NGUYỄN ĐĂNG PHÚC.png,.png,186.03,Original
D:/DNQT/web-dnqt/members\A090,A090_NGUYỄN ĐĂNG PHÚC_w1024.webp,.webp,54.06,Transformed
D:/DNQT/web-dnqt/members\A091,5512065e-6a2b-41bc-b1c1-a96fa5fcb83d.jpg,.jpg,461.4,Original
D:/DNQT/web-dnqt/members\A091,5512065e-6a2b-41bc-b1c1-a96fa5fcb83d_w1024.webp,.webp,60.25,Transformed
D:/DNQT/web-dnqt/members\A091,a4b801bc-7359-4f34-a5d6-c6b4d0865dec.jpg,.jpg,13.02,Original
D:/DNQT/web-dnqt/members\A091,a4b801bc-7359-4f34-a5d6-c6b4d0865dec_w1024.webp,.webp,15.53,Transformed
D:/DNQT/web-dnqt/members\A091,LÊ VĂN Nhân.png,.png,126.78,Original
D:/DNQT/web-dnqt/members\A091,LÊ VĂN Nhân_w1024.webp,.webp,67.44,Transformed
D:/DNQT/web-dnqt/members\A093,A093_NGUYỄN VĂN HÀO.png,.png,336.19,Original
D:/DNQT/web-dnqt/members\A093,A093_NGUYỄN VĂN HÀO_w1024.webp,.webp,58.89,Transformed
D:/DNQT/web-dnqt/members\A093,f999b7cd-457f-4012-8c7b-f334d220eb52.jpg,.jpg,270.96,Original
D:/DNQT/web-dnqt/members\A093,f999b7cd-457f-4012-8c7b-f334d220eb52_w1024.webp,.webp,124.16,Transformed
D:/DNQT/web-dnqt/members\A093,images.png,.png,7.01,Original
D:/DNQT/web-dnqt/members\A093,images_w1024.webp,.webp,14.54,Transformed
D:/DNQT/web-dnqt/members\A093,q1U5D.jpg,.jpg,53.78,Original
D:/DNQT/web-dnqt/members\A093,q1U5D_w1024.webp,.webp,31.11,Transformed
D:/DNQT/web-dnqt/members\A094,A094_HOÀNG MINH CHÂU.png,.png,526.71,Original
D:/DNQT/web-dnqt/members\A094,A094_HOÀNG MINH CHÂU_w1024.webp,.webp,66.45,Transformed
D:/DNQT/web-dnqt/members\A094,HOÀNG MINH CHÂU - phuong nguyen.jpg,.jpg,124.7,Original
D:/DNQT/web-dnqt/members\A094,HOÀNG MINH CHÂU - phuong nguyen_w1024.webp,.webp,68.66,Transformed
D:/DNQT/web-dnqt/members\A095,5f52766a-0e36-40a8-8869-b5695e21ed13.jpg,.jpg,114.27,Original
D:/DNQT/web-dnqt/members\A095,5f52766a-0e36-40a8-8869-b5695e21ed13_w1024.webp,.webp,15.58,Transformed
D:/DNQT/web-dnqt/members\A095,6SbeT.jpg,.jpg,29.67,Original
D:/DNQT/web-dnqt/members\A095,6SbeT_w1024.webp,.webp,27.4,Transformed
D:/DNQT/web-dnqt/members\A095,A095_LÊ VĂN SINH.png,.png,126.24,Original
D:/DNQT/web-dnqt/members\A095,A095_LÊ VĂN SINH_w1024.webp,.webp,68.64,Transformed
D:/DNQT/web-dnqt/members\A096,A097_ĐỖ XUÂN TẢI.png,.png,108.12,Original
D:/DNQT/web-dnqt/members\A096,A097_ĐỖ XUÂN TẢI_w1024.webp,.webp,39.01,Transformed
D:/DNQT/web-dnqt/members\A096,logo.png,.png,67.32,Original
D:/DNQT/web-dnqt/members\A096,logo_w1024.webp,.webp,34.36,Transformed
D:/DNQT/web-dnqt/members\A098,A098_Võ Mạnh Tuấn.png,.png,1082.28,Original
D:/DNQT/web-dnqt/members\A098,A098_Võ Mạnh Tuấn_w1024.webp,.webp,116.86,Transformed
D:/DNQT/web-dnqt/members\A099,A099_ĐẶNG BÁ THƯỞNG.png,.png,465.02,Original
D:/DNQT/web-dnqt/members\A099,A099_ĐẶNG BÁ THƯỞNG_w1024.webp,.webp,78.94,Transformed
D:/DNQT/web-dnqt/members\A100,090ec58a-c40a-4bf7-b869-d51c1c4ba063.jpg,.jpg,28.66,Original
D:/DNQT/web-dnqt/members\A100,090ec58a-c40a-4bf7-b869-d51c1c4ba063_w1024.webp,.webp,63.57,Transformed
D:/DNQT/web-dnqt/members\A100,564598178_4069922319929038_1473188570844470974_n.jpg,.jpg,13.24,Original
D:/DNQT/web-dnqt/members\A100,564598178_4069922319929038_1473188570844470974_n_w1024.webp,.webp,15.02,Transformed
D:/DNQT/web-dnqt/members\A100,A100_NGUYỄN NHẬT BẰNG.png,.png,287.57,Original
D:/DNQT/web-dnqt/members\A100,A100_NGUYỄN NHẬT BẰNG_w1024.webp,.webp,118.79,Transformed
D:/DNQT/web-dnqt/members\A101,A101_NGUYỄN THANH PHƯƠNG.png,.png,251.97,Original
D:/DNQT/web-dnqt/members\A101,A101_NGUYỄN THANH PHƯƠNG_w1024.webp,.webp,26.41,Transformed
D:/DNQT/web-dnqt/members\A102,21b555aa-b8e0-4c97-9248-cd4fb9e093ae.jpg,.jpg,657.91,Original
D:/DNQT/web-dnqt/members\A102,21b555aa-b8e0-4c97-9248-cd4fb9e093ae_w1024.webp,.webp,80.95,Transformed
D:/DNQT/web-dnqt/members\A102,A102_NGUYỄN QUANG HỮU.png,.png,429.6,Original
D:/DNQT/web-dnqt/members\A102,A102_NGUYỄN QUANG HỮU_w1024.webp,.webp,44.64,Transformed
D:/DNQT/web-dnqt/members\A102,d7c586bf-3df2-4d59-b644-11c624ee70f4.jpg,.jpg,873.89,Original
D:/DNQT/web-dnqt/members\A102,d7c586bf-3df2-4d59-b644-11c624ee70f4_w1024.webp,.webp,129.74,Transformed
D:/DNQT/web-dnqt/members\A102,ec471ff8-6331-4c32-9f65-a9f20096d4ea.jpg,.jpg,63.15,Original
D:/DNQT/web-dnqt/members\A102,ec471ff8-6331-4c32-9f65-a9f20096d4ea_w1024.webp,.webp,59.4,Transformed
D:/DNQT/web-dnqt/members\A102,logo-1733111928.png,.png,10.69,Original
D:/DNQT/web-dnqt/members\A102,logo-1733111928_w1024.webp,.webp,15.29,Transformed
D:/DNQT/web-dnqt/members\A102,logo-1733111928.png.webp,.webp,5.92,Original
D:/DNQT/web-dnqt/members\A102,logo-1733111928.png_w1024.webp,.webp,15.28,Transformed
D:/DNQT/web-dnqt/members\A103,A103_NGUYỄN MINH VƯƠNG.png,.png,172.89,Original
D:/DNQT/web-dnqt/members\A103,A103_NGUYỄN MINH VƯƠNG_w1024.webp,.webp,35.92,Transformed
D:/DNQT/web-dnqt/members\A104,3829a412-ef2f-4014-ae3e-3cfdf3c51f4e.jpg,.jpg,104.98,Original
D:/DNQT/web-dnqt/members\A104,3829a412-ef2f-4014-ae3e-3cfdf3c51f4e_w1024.webp,.webp,111.09,Transformed
D:/DNQT/web-dnqt/members\A104,A104_NGUYỄN HỮU ÁNH.png,.png,410.4,Original
D:/DNQT/web-dnqt/members\A104,A104_NGUYỄN HỮU ÁNH_w1024.webp,.webp,70.92,Transformed
D:/DNQT/web-dnqt/members\A105,A105_LÊ VĂN TRINH.png,.png,193.59,Original
D:/DNQT/web-dnqt/members\A105,A105_LÊ VĂN TRINH_w1024.webp,.webp,39.49,Transformed
D:/DNQT/web-dnqt/members\A107,A107_Nguyễn Thanh Hưng.png,.png,941.72,Original
D:/DNQT/web-dnqt/members\A107,A107_Nguyễn Thanh Hưng_w1024.webp,.webp,138.88,Transformed
D:/DNQT/web-dnqt/members\A107,FxfPK.jpg,.jpg,68.11,Original
D:/DNQT/web-dnqt/members\A107,FxfPK_w1024.webp,.webp,40.8,Transformed
D:/DNQT/web-dnqt/members\A107,logovietnhattan-1174.png,.png,25.27,Original
D:/DNQT/web-dnqt/members\A107,logovietnhattan-1174_w1024.webp,.webp,32.17,Transformed
D:/DNQT/web-dnqt/members\A108,3124904458533345459.jpg,.jpg,193.2,Original
D:/DNQT/web-dnqt/members\A108,3124904458533345459_w1024.webp,.webp,122.82,Transformed
D:/DNQT/web-dnqt/members\A108,A108_Trần Quang Dũng.png,.png,16975.18,Original
D:/DNQT/web-dnqt/members\A108,A108_Trần Quang Dũng_w1024.webp,.webp,35.23,Transformed
D:/DNQT/web-dnqt/members\A108,CEO_PNG.png,.png,4876.13,Original
D:/DNQT/web-dnqt/members\A108,CEO_PNG_w1024.webp,.webp,34.59,Transformed
D:/DNQT/web-dnqt/members\A108,duckimtinh-90x88.png,.png,11.37,Original
D:/DNQT/web-dnqt/members\A108,duckimtinh-90x88_w1024.webp,.webp,34.72,Transformed
D:/DNQT/web-dnqt/members\A109,5a9f9d8d-4f9b-4bc9-a3d6-c867a1dcca67.jpg,.jpg,112.6,Original
D:/DNQT/web-dnqt/members\A109,5a9f9d8d-4f9b-4bc9-a3d6-c867a1dcca67_w1024.webp,.webp,20.94,Transformed
D:/DNQT/web-dnqt/members\A109,8ccf6c8a-612c-4fa7-ace8-c18fff9caced.jpg,.jpg,228.62,Original
D:/DNQT/web-dnqt/members\A109,8ccf6c8a-612c-4fa7-ace8-c18fff9caced_w1024.webp,.webp,67.56,Transformed
D:/DNQT/web-dnqt/members\A109,A109_Tô Hoài.png,.png,542.38,Original
D:/DNQT/web-dnqt/members\A109,A109_Tô Hoài_w1024.webp,.webp,92.15,Transformed
D:/DNQT/web-dnqt/members\A109,e3da02a2-18c8-449c-8b1b-8e0443020f37.jpg,.jpg,622.16,Original
D:/DNQT/web-dnqt/members\A109,e3da02a2-18c8-449c-8b1b-8e0443020f37_w1024.webp,.webp,75.94,Transformed
D:/DNQT/web-dnqt/members\A110,1-09.jpg,.jpg,938.25,Original
D:/DNQT/web-dnqt/members\A110,1-09_w1024.webp,.webp,41.93,Transformed
D:/DNQT/web-dnqt/members\A110,A110_Nguyễn Minh Hiếu.png,.png,123.65,Original
D:/DNQT/web-dnqt/members\A110,A110_Nguyễn Minh Hiếu_w1024.webp,.webp,36.62,Transformed
D:/DNQT/web-dnqt/members\A110,founder Hieu Quang Tri 2.jpg,.jpg,73.9,Original
D:/DNQT/web-dnqt/members\A110,founder Hieu Quang Tri 2_w1024.webp,.webp,36.08,Transformed
D:/DNQT/web-dnqt/members\A110,thaithienhuong-logofinal_main logo copy 6.png,.png,559.24,Original
D:/DNQT/web-dnqt/members\A110,thaithienhuong-logofinal_main logo copy 6_w1024.webp,.webp,54.72,Transformed
D:/DNQT/web-dnqt/members\A111,02c31208f34dad436a5a57abc90b78b6.jpg,.jpg,7.93,Original
D:/DNQT/web-dnqt/members\A111,02c31208f34dad436a5a57abc90b78b6_w1024.webp,.webp,17.57,Transformed
D:/DNQT/web-dnqt/members\A111,02c31208f34dad436a5a57abc90b78b6.webp,.webp,5.94,Original
D:/DNQT/web-dnqt/members\A111,02c31208f34dad436a5a57abc90b78b6_w1024.webp,.webp,11.48,Transformed
D:/DNQT/web-dnqt/members\A111,DHZ_8464 - le thi cam huong.jpeg,.jpeg,311.85,Original
D:/DNQT/web-dnqt/members\A111,DHZ_8464 - le thi cam huong_w1024.webp,.webp,83.65,Transformed
D:/DNQT/web-dnqt/members\A916,476825816_2538987889785356_4237229053637504848_n.jpg,.jpg,167.74,Original
D:/DNQT/web-dnqt/members\A916,476825816_2538987889785356_4237229053637504848_n_w1024.webp,.webp,125.06,Transformed
D:/DNQT/web-dnqt/members\A916,494200031_2622780718072739_7999267606059227365_n.jpg,.jpg,17.13,Original
D:/DNQT/web-dnqt/members\A916,494200031_2622780718072739_7999267606059227365_n_w1024.webp,.webp,59.26,Transformed
D:/DNQT/web-dnqt/members\A916,b3e43558-6045-4c88-9546-9d0cdbd40177.jpg,.jpg,454.6,Original
D:/DNQT/web-dnqt/members\A916,b3e43558-6045-4c88-9546-9d0cdbd40177_w1024.webp,.webp,215.81,Transformed
D:/DNQT/web-dnqt/members\A916,Gemini_Generated_Image_af2hdqaf2hdqaf2h_W1024.webp,.webp,61.54,Original
D:/DNQT/web-dnqt/members\A916,Gemini_Generated_Image_af2hdqaf2hdqaf2h_W1024_w1024.webp,.webp,62.5,Transformed
D:/DNQT/web-dnqt/members\A916,images (1).png,.png,5.53,Original
D:/DNQT/web-dnqt/members\A916,images (1)_w1024.webp,.webp,15.78,Transformed
D:/DNQT/web-dnqt/members\A995,5f52766a-0e36-40a8-8869-b5695e21ed13.jpg,.jpg,114.27,Original
D:/DNQT/web-dnqt/members\A995,5f52766a-0e36-40a8-8869-b5695e21ed13_w1024.webp,.webp,15.58,Transformed
D:/DNQT/web-dnqt/members\A995,6a2e8929e4896ad73398.jpg,.jpg,39.5,Original
D:/DNQT/web-dnqt/members\A995,6a2e8929e4896ad73398_w1024.webp,.webp,27.05,Transformed
D:/DNQT/web-dnqt/members\Print\A109 (Ms. Tô Hoài (Sushi)),A109-back.png,.png,773.08,Original
D:/DNQT/web-dnqt/members\Print\A109 (Ms. Tô Hoài (Sushi)),A109-back_w1024.webp,.webp,50.13,Transformed
D:/DNQT/web-dnqt/members\Print\A109 (Ms. Tô Hoài (Sushi)),A109-front.png,.png,1130.65,Original
D:/DNQT/web-dnqt/members\Print\A109 (Ms. Tô Hoài (Sushi)),A109-front_w1024.webp,.webp,61.56,Transformed
